"Environment and Climate Change Canada"
"Monthly Values for January - 2005"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"TERRACE BAY(AUT)","48.817","-87.100","ON","-17.6","0",NA,"0.7","0","-38.5","0","",,NA,"0.0","14",NA,"62.0","0","","",NA,"1103.0","0.0","6048235"
"THUNDER BAY AWOS","48.367","-89.317","ON","-17.0","0",NA,"1.2","0","-40.5","0","",,NA,"28.5","0",NA,"","8","",,NA,"1084.3","0.0","6048264"
"THUNDER BAY AIRPORT MAINTAIR","48.371","-89.316","ON","",,NA,"",,"",,"52.0","0",NA,"69.8","0",NA,"38.0","8","","",NA,"","","6048270"
"TRANQUILLO RIDGE","48.233","-89.517","ON","-16.0","0","-2.3","0.7","0","-39.9","0","118.9","0","192.0","119.1","0","192.0","87.0","8","","",NA,"1055.0","0.0","6048864"
"UPSALA (AUT)","49.033","-90.467","ON","-19.2","0",NA,"-1.0","0","-43.8","0","",,NA,"54.2","0",NA,"70.0","10","",,NA,"1152.4","0.0","6049095"
"WELCOME ISLAND (AUT)","48.369","-89.119","ON","-13.8","0",NA,"1.0","0","-32.0","0","",,NA,"",,NA,"","","",,NA,"984.6","0.0","6049443"
"WHITEFISH LAKE","48.283","-89.917","ON","-17.0","0","-2.1","-0.5","0","-44.5","0","78.0","0","147.0","78.0","0","146.0","80.0","10","","",NA,"1085.2","0.0","6049466"
"KATATOTA ISLAND (AUT)","49.713","-88.332","ON","-16.2","13",NA,"-0.5","5","-26.6","10","",,NA,"",,NA,"","","",,NA,"615.3","0.0","604M002"
"ELLIOT LAKE A","46.351","-82.561","ON","-13.0","0",NA,"3.0","0","-30.7","0","69.2","0",NA,"81.8","0",NA,"42.0","10","",,NA,"962.4","0.0","6052259"
"MONTREAL RIVER (AUT)","47.247","-84.596","ON","-13.5","0",NA,"1.6","0","-30.3","0","",,NA,"",,NA,"37.0","","","",NA,"976.3","0.0","6055378"
"SAULT STE MARIE A","46.483","-84.509","ON","-11.8","0","-1.9","2.0","0","-33.1","0","49.0","0","61.0","52.8","0","82.0","24.0","14","",,NA,"925.1","0.0","6057592"
"WAWA (AUT)","47.967","-84.783","ON","-15.3","0",NA,"2.2","0","-36.1","0","",,NA,"0.0","17",NA,"","0","","",NA,"1032.4","0.0","6059408"
"WAWA A","47.967","-84.783","ON","-15.3","0","-1.3","2.4","0","-35.7","0","78.4","0","109.0","51.6","0","93.0","52.0","14","",,NA,"1032.6","0.0","6059D09"
"KILLARNEY (AUT)","45.967","-81.483","ON","-11.0","0",NA,"8.1","0","-28.1","0","",,NA,"",,NA,"","","",,NA,"899.4","0.0","605DJ25"
"CHAPLEAU A","47.820","-83.347","ON","-17.9","0","-2.3","2.8","0","-40.9","0","48.6","0","87.0","49.2","0","95.0","50.0","15","",,NA,"1112.5","0.0","6061361"
"MASSEY","46.193","-82.025","ON","-12.4","0","-1.3","6.0","0","-34.0","0","48.0","0","95.0","78.0","0","133.0","","9","","",NA,"943.5","0.0","6065006"
"MONETVILLE","46.143","-80.307","ON","-13.8","0","-1.8","11.0","0","-38.0","0","59.4","0","94.0","88.4","0","110.0","","13","","",NA,"986.0","0.0","6065250"
"SUDBURY A","46.625","-80.799","ON","-14.6","0","-1.6","6.1","0","-32.9","0","50.0","0","84.0","63.2","0","102.0","18.0","11","95.9","1",NA,"1011.1","0.0","6068150"
"BONNER LAKE","49.383","-82.124","ON","-18.8","0",NA,"0.0","0","-40.0","0","36.0","0",NA,"36.0","0",NA,"58.0","10","","",NA,"1139.6","0.0","6070QK6"
"EARLTON AWOS","47.695","-79.849","ON","-19.9","20",NA,"-2.8","20","-36.4","20","",,NA,"4.0","11",NA,"","3","",,NA,"416.8","0.0","6072224"
"EARLTON A","47.700","-79.850","ON","-15.6","12","0.6","5.0","12","-34.8","12","17.8","13",NA,"39.4","12",NA,"","7","",,NA,"638.8","0.0","6072225"
"KAPUSKASING A","49.414","-82.468","ON","-19.5","0","-1.6","0.3","0","-42.1","0","34.9","0","63.0","33.1","0","69.0","65.0","9","",,NA,"1163.2","0.0","6073975"
"KAPUSKASING CDA ON","49.406","-82.444","ON","-20.6","0",NA,"0.2","0","-43.9","0","",,NA,"36.3","0",NA,"43.0","12","",,NA,"1197.3","0.0","6073980"
"KIRKLAND LAKE CS","48.150","-80.000","ON","-19.2","0",NA,"2.5","0","-41.4","0","",,NA,"35.4","0",NA,"37.0","6","",,NA,"1152.5","0.0","6074211"
"MOOSONEE UA","51.267","-80.650","ON","-20.2","0","-0.2","0.0","0","-40.5","0","46.4","0","116.0","46.4","0","141.0","49.0","9","","",NA,"1184.8","0.0","6075425"
"MOOSONEE A","51.291","-80.608","ON","-21.6","0",NA,"0.0","0","-40.9","0","",,NA,"18.0","0",NA,"","6","",,NA,"1227.2","0.0","6075428"
"MOOSONEE RCS","51.292","-80.618","ON","-21.2","0",NA,"0.0","0","-40.4","0","",,NA,"41.0","0",NA,"57.0","8","",,NA,"1215.3","0.0","6075435"
"NAGAGAMI (AUT)","49.747","-84.164","ON","-20.2","0",NA,"-0.5","0","-43.2","0","",,NA,"36.6","0",NA,"71.0","10","",,NA,"1184.7","0.0","6075543"
"TIMMINS VICTOR POWER A","48.570","-81.377","ON","-18.7","0","-1.9","0.9","0","-40.9","0","48.4","0","84.0","37.6","0","73.0","54.0","10","",,NA,"1138.1","0.0","6078285"
"ALGONQUIN PARK EAST GATE","45.533","-78.267","ON","-14.3","0",NA,"11.8","0","-34.9","0","",,NA,"59.1","1",NA,"39.0","9","",,NA,"999.9","0.0","6080192"
"CRYSTAL FALLS","46.444","-79.906","ON","",,NA,"",,"",,"43.1","0",NA,"67.8","0",NA,"49.0","11","","",NA,"","","6081930"
"DWIGHT","45.383","-78.900","ON","-13.2","0","-1.5","8.5","0","-34.0","0","57.0","0","69.0","95.6","0","90.0","62.0","14","","",NA,"967.1","0.0","6082178"
"NORTH BAY A","46.364","-79.423","ON","-14.3","0","-1.8","8.9","0","-32.6","0","58.4","0","89.0","63.4","0","92.0","20.0","11","",,NA,"1002.3","0.0","6085700"
"GORE BAY A","45.883","-82.567","ON","-11.2","0",NA,"7.3","0","-30.8","0","",,NA,"59.5","0",NA,"","10","",,NA,"904.2","0.0","6092925"
"GORE BAY  AWOS","45.883","-82.567","ON","-11.2","0",NA,"7.3","0","-30.8","0","",,NA,"59.5","0",NA,"","10","",,NA,"904.2","0.0","6092930"
"GREAT DUCK ISLAND (AUT)","45.633","-82.950","ON","-7.6","0",NA,"5.8","0","-24.1","0","",,NA,"0.8","2",NA,"","0","",,NA,"792.1","0.0","6093005"
"SANDFIELD","45.690","-81.982","ON","-11.5","0",NA,"8.0","0","-33.0","0","80.0","0",NA,"123.0","0",NA,"60.0","14","","",NA,"914.3","0.0","6097426"
"ALEXANDRIA","45.324","-74.614","ON","-12.5","0",NA,"14.3","0","-31.7","0","",,NA,"",,NA,"16.0","","",,NA,"945.6","0.0","6100166"
"ALFRED","45.555","-74.876","ON","-12.8","0",NA,"9.8","0","-31.7","0","",,NA,"",,NA,"26.0","","",,NA,"955.8","0.0","6100176"
"APPLETON","45.186","-76.113","ON","-11.8","0",NA,"12.0","0","-29.0","0","17.8","0",NA,"34.4","0",NA,"7.0","7","","",NA,"924.3","0.0","6100285"
"AVONMORE","45.170","-74.971","ON","-11.4","0","-1.1","14.5","0","-33.0","0","35.8","0","71.0","54.2","0","70.0","","10","","",NA,"912.9","0.0","6100398"
"BROCKVILLE PCC","44.600","-75.667","ON","-8.9","0","-1.1","15.0","0","-27.5","0","49.6","0","101.0","68.9","0","88.0","15.0","10","","",NA,"834.3","0.0","6100971"
"CHALK RIVER AECL","46.050","-77.367","ON","-13.7","0","-1.9","7.5","0","-31.5","0","38.7","0","92.0","58.1","0","105.0","46.0","9","","",NA,"983.1","0.0","6101335"
"COMBERMERE","45.367","-77.617","ON","-12.6","0","-1.1","10.0","0","-32.0","0","26.5","0","58.0","41.6","0","66.0","46.0","11","","",NA,"950.0","0.0","6101820"
"CORNWALL","45.016","-74.749","ON","-9.8","0","-1.3","16.0","0","-28.0","0","40.0","0","85.0","61.0","0","80.0","21.0","10","","",NA,"861.1","0.0","6101874"
"CORNWALL","45.031","-74.681","ON","-10.5","0",NA,"17.4","0","-27.6","0","",,NA,"",,NA,"10.0","","",,NA,"885.0","0.0","6101875"
"EGANVILLE 2","45.548","-77.103","ON","-12.9","0",NA,"11.5","0","-32.0","0","35.6","0",NA,"47.6","0",NA,"33.0","9","","",NA,"957.5","0.0","6102252"
"DRUMMOND CENTRE","45.032","-76.253","ON","-11.1","0","-1.3","12.5","0","-31.0","0","24.6","0","56.0","43.8","0","65.0","24.0","7","","",NA,"901.9","0.0","6102J13"
"GRENADIER ISLAND","44.417","-75.850","ON","-8.9","0",NA,"13.6","0","-27.3","0","",,NA,"",,NA,"","","",,NA,"834.5","0.0","6103024"
"HARTINGTON IHD","44.428","-76.690","ON","-9.8","0","-1.5","13.0","0","-29.5","0","35.0","0","82.0","65.2","0","87.0","13.0","9","","",NA,"862.4","0.0","6103367"
"KEMPTVILLE CS","45.000","-75.633","ON","-11.1","0",NA,"15.2","0","-29.5","0","",,NA,"46.9","0",NA,"","9","",,NA,"901.7","0.0","6104027"
"KINGSTON PUMPING STATION","44.244","-76.481","ON","-8.1","0","-1.0","13.0","0","-27.0","0","25.0","0","51.0","52.4","0","64.0","3.0","8","","",NA,"807.7","0.0","6104175"
"LYNDHURST SHAWMERE","44.517","-76.083","ON","-9.7","0","-1.3","15.5","0","-30.0","0","24.9","0","63.0","51.7","0","73.0","12.0","8","","",NA,"858.1","0.0","6104725"
"MOOSE CREEK","45.251","-74.963","ON","-13.1","0",NA,"15.0","0","-33.8","0","",,NA,"",,NA,"10.0","","",,NA,"963.2","0.0","6105397"
"MORRISBURG","44.924","-75.188","ON","-10.5","0","-0.9","16.5","0","-31.5","0","30.0","0","69.0","53.4","0","74.0","","10","","",NA,"884.0","0.0","6105460"
"NORTH GOWER","45.100","-75.742","ON","-11.8","0",NA,"15.0","0","-29.5","0","28.8","0",NA,"34.8","0",NA,"6.0","7","","",NA,"924.1","0.0","6105710"
"OAK VALLEY","45.001","-75.365","ON","-10.8","0",NA,"12.0","0","-29.0","0","28.0","0",NA,"46.0","0",NA,"","9","","",NA,"893.0","0.0","6105730"
"OMPAH","44.974","-76.856","ON","-11.6","0",NA,"11.5","0","-33.5","0","30.5","0",NA,"72.7","0",NA,"34.0","8","","",NA,"918.6","0.0","6105760"
"OMPAH-SEITZ","45.054","-76.784","ON","-11.6","0",NA,"10.0","0","-31.5","0","29.5","0",NA,"53.9","0",NA,"37.0","10","","",NA,"917.9","0.0","6105762"
"OTTAWA CDA","45.383","-75.717","ON","-11.5","0","-1.4","11.8","0","-28.1","0","29.3","0","66.0","43.1","0","69.0","17.0","8","","",NA,"915.7","0.0","6105976"
"OTTAWA CDA RCS","45.383","-75.717","ON","-11.6","0",NA,"11.4","0","-28.1","0","",,NA,"21.5","10",NA,"22.0","5","",,NA,"917.4","0.0","6105978"
"OTTAWA MACDONALD-CARTIER INT'L  A","45.323","-75.669","ON","-11.7","0","-1.4","12.9","0","-28.0","0","43.4","0","81.0","52.1","0","80.0","22.0","9","",,NA,"920.7","0.0","6106000"
"PETAWAWA A","45.950","-77.317","ON","-15.0","0",NA,"8.2","0","-33.8","0","",,NA,"33.0","5",NA,"","2","",,NA,"1023.7","0.0","6106398"
"RUSSELL","45.263","-75.359","ON","-10.1","4","0.1","12.0","3","-28.0","4","29.0","0","60.0","50.6","0","67.0","9.0","9","","",NA,"757.7","0.0","6107247"
"ST. ALBERT","45.277","-75.056","ON","-11.7","0","-1.5","12.0","0","-32.0","0","46.0","0","89.0","67.6","0","81.0","","8","","",NA,"919.6","0.0","6107276"
"WINCHESTER","45.051","-75.337","ON","-11.7","0",NA,"13.0","0","-29.7","0","",,NA,"",,NA,"10.0","","",,NA,"920.4","0.0","6109517"
"PETAWAWA HOFFMAN","45.883","-77.250","ON","-14.2","0",NA,"7.0","0","-32.5","0","40.3","0",NA,"45.9","0",NA,"27.0","9","","",NA,"998.2","0.0","610FC98"
"ALLISTON NELSON","44.151","-79.872","ON","-8.4","0","-1.9","15.5","0","-27.5","0","36.2","0","103.0","58.6","0","109.0","15.0","11","","",NA,"817.2","0.0","6110218"
"BALDWIN","44.267","-79.319","ON","-9.1","0",NA,"15.0","0","-31.0","0","35.2","0",NA,"51.2","0",NA,"16.0","8","","",NA,"839.9","0.0","6110480"
"BARRIE WPCC","44.376","-79.690","ON","-8.8","0","-1.1","13.0","0","-27.0","0","26.0","0","39.0","56.0","0","68.0","15.0","9","","",NA,"830.8","0.0","6110557"
"BEATRICE 2","45.133","-79.400","ON","-12.1","0","-1.4","10.0","0","-37.0","0","74.0","0","86.0","107.2","0","94.0","45.0","15","","",NA,"933.5","0.0","6110606"
"BEAUSOLEIL","44.850","-79.867","ON","-9.8","0",NA,"14.2","0","-29.8","0","",,NA,"78.5","0",NA,"","11","",,NA,"863.2","0.0","6110617"
"CHATSWORTH","44.395","-80.906","ON","-8.4","0","-1.5","13.5","0","-27.5","0","57.4","0","62.0","96.2","0","83.0","","12","","",NA,"819.9","0.0","6111467"
"COLDWATER WARMINSTER","44.631","-79.539","ON","-5.7","13",NA,"12.0","13","-29.5","13","26.4","5",NA,"64.2","5",NA,"","7","","",NA,"427.2","0.0","6111769"
"COLLINGWOOD","44.500","-80.217","ON","-7.2","0",NA,"15.8","0","-23.9","0","",,NA,"48.8","0",NA,"","7","",,NA,"780.6","0.0","6111792"
"COOKSTOWN","44.207","-79.695","ON","-10.2","0","-2.3","13.0","0","-30.5","0","15.3","0","41.0","45.1","0","80.0","7.0","7","","",NA,"873.3","0.0","6111859"
"DUNCHURCH","45.617","-79.883","ON","-12.7","0","-1.6","9.5","0","-35.0","0","78.3","0","97.0","108.7","0","104.0","53.0","15","","",NA,"952.0","0.0","6112133"
"HANOVER","44.116","-81.006","ON","-8.5","0","-1.6","13.5","0","-32.0","0","52.8","0","64.0","92.2","0","84.0","","15","","",NA,"820.4","0.0","6113329"
"LAGOON CITY","44.547","-79.217","ON","-10.1","0",NA,"11.0","0","-30.2","0","",,NA,"32.6","5",NA,"","4","",,NA,"870.9","0.0","6114295"
"MARKDALE","44.269","-80.712","ON","-9.2","0",NA,"12.0","0","-27.5","0","62.2","0",NA,"107.1","0",NA,"21.0","14","","",NA,"843.3","0.0","6114979"
"MIDLAND WATER POLLUTION CONTROL PLANT","44.758","-79.875","ON","-9.0","0","-0.5","14.0","0","-29.5","0","53.0","0","60.0","87.4","0","80.0","16.0","13","","",NA,"836.8","0.0","6115127"
"MUSKOKA AWOS","44.975","-79.303","ON","-18.7","20",NA,"-0.1","20","-37.2","20","",,NA,"6.5","10",NA,"","3","",,NA,"403.9","0.0","6115524"
"MUSKOKA A","44.967","-79.300","ON","-7.6","12","2.7","11.8","12","-30.1","12","74.1","1",NA,"89.1","0","96.0","40.0","12","",,NA,"486.0","0.0","6115525"
"ORILLIA BRAIN","44.603","-79.439","ON","-9.4","0",NA,"12.0","0","-29.0","0","36.5","0",NA,"72.3","0",NA,"24.0","10","","",NA,"849.1","0.0","6115811"
"OWEN SOUND MOE","44.583","-80.933","ON","-7.4","0","-2.0","14.0","0","-23.5","0","63.2","0","63.0","101.1","0","78.0","23.0","16","","",NA,"787.2","0.0","6116132"
"PARRY SOUND CCG","45.344","-80.044","ON","-10.8","0",NA,"10.9","0","-32.0","0","",,NA,"85.8","0",NA,"27.0","10","",,NA,"892.1","0.0","6116257"
"PARRY SOUND HARBOUR","45.335","-80.026","ON","-10.8","0",NA,"11.5","0","-33.0","0","100.0","0",NA,"134.4","0",NA,"43.0","14","","",NA,"893.2","0.0","6116262"
"PORT LAW","44.250","-80.467","ON","-9.9","0",NA,"11.5","0","-30.0","0","60.0","0",NA,"100.0","0",NA,"20.0","13","","",NA,"866.3","0.0","6116679"
"POWASSAN","46.117","-79.250","ON","-13.4","0","-1.0","8.0","0","-34.5","0","45.4","0","94.0","62.4","0","99.0","45.0","11","","",NA,"972.2","0.0","6116702"
"PRICEVILLE","44.204","-80.638","ON","",,NA,"",,"",,"29.4","0",NA,"59.6","0",NA,"15.0","12","","",NA,"","","6116718"
"SHANTY BAY","44.399","-79.633","ON","-9.6","0","-1.9","12.5","0","-29.5","0","29.6","0","43.0","59.2","0","67.0","17.0","9","","",NA,"856.2","0.0","6117684"
"BARRIE-ORO","44.483","-79.550","ON","-10.4","0",NA,"13.2","0","-30.6","0","",,NA,"67.7","0",NA,"26.0","10","",,NA,"879.1","0.0","6117700"
"SPRUCEDALE","45.425","-79.488","ON","",,NA,"",,"",,"47.7","0",NA,"82.8","0",NA,"53.0","13","","",NA,"","","6117981"
"TROUT CREEK","46.033","-79.383","ON","",,NA,"",,"",,"53.8","0",NA,"73.8","0",NA,"39.0","13","","",NA,"","","6118938"
"UDORA","44.263","-79.161","ON","-9.6","0","-2.5","14.0","0","-30.0","0","26.0","0","66.0","41.8","0","64.0","20.0","9","","",NA,"854.1","0.0","6119055"
"WALTERS FALLS","44.517","-80.733","ON","-8.5","4",NA,"14.0","3","-24.0","3","72.2","0",NA,"112.6","0",NA,"27.0","15","","",NA,"714.9","0.0","6119274"
"WIARTON A","44.746","-81.107","ON","-7.9","0","-1.7","12.4","0","-27.1","0","97.6","0","87.0","123.1","0","124.0","19.0","17","73.4","0","137.0","803.6","0.0","6119500"
"WILDER LAKE","44.155","-80.759","ON","-8.9","0",NA,"12.0","0","-30.0","0","53.0","0",NA,"99.0","0",NA,"","13","","",NA,"834.8","0.0","6119511"
"BORDEN AWOS","44.272","-79.912","ON","-9.9","0",NA,"15.9","0","-35.8","0","",,NA,"",,NA,"","","",,NA,"863.8","0.0","611B002"
"EGBERT CS","44.233","-79.783","ON","-9.2","0",NA,"15.1","0","-28.7","0","",,NA,"55.0","0",NA,"13.0","9","",,NA,"841.7","0.0","611E001"
"THORNBURY SLAMA","44.574","-80.485","ON","-7.6","0","-1.3","15.0","0","-24.0","0","45.4","0","57.0","77.2","0","77.0","24.0","13","","",NA,"792.4","0.0","611HBEC"
"EGBERT CARE","44.233","-79.783","ON","-9.3","0","-2.6","15.0","0","-29.0","0","29.9","0","78.0","53.7","0","101.0","14.0","8","87.5",".29166666666666666666666666666666666667",NA,"845.8","0.0","611KBE0"
"BLYTH","43.718","-81.384","ON","-8.2","0","-1.3","12.5","0","-26.0","0","54.0","0","52.0","94.0","0","72.0","","15","","",NA,"813.6","0.0","6120819"
"CYPRUS LAKE CS","45.233","-81.533","ON","-8.7","0",NA,"8.7","0","-26.3","0","",,NA,"98.8","0",NA,"22.0","13","",,NA,"826.3","0.0","6121940"
"COVE ISLAND (AUT)","45.333","-81.733","ON","-6.8","0",NA,"8.2","0","-20.8","0","",,NA,"0.0","4",NA,"","0","",,NA,"768.7","0.0","61219J2"
"EXETER","43.350","-81.500","ON","-7.3","0","-1.8","14.0","0","-24.0","0","46.8","0","83.0","87.4","0","105.0","","15","","",NA,"783.4","0.0","6122370"
"GODERICH","43.767","-81.717","ON","-6.3","0",NA,"15.1","0","-24.2","0","",,NA,"25.7","16",NA,"12.0","8","",,NA,"753.8","0.0","6122847"
"NAIRN","43.094","-81.573","ON","-7.5","0",NA,"15.5","0","-31.0","0","36.5","0",NA,"83.9","0",NA,"4.0","16","","",NA,"789.6","0.0","6124123"
"KINCARDINE","44.173","-81.623","ON","-6.3","0",NA,"15.0","0","-22.0","0","68.4","0",NA,"107.2","0",NA,"","15","","",NA,"754.4","0.0","6124127"
"PETROLIA TOWN","42.883","-82.167","ON","-5.6","0","-0.7","14.5","0","-23.0","0","41.7","0","106.0","82.7","0","125.0","13.0","16","","",NA,"732.4","0.0","6126499"
"SARNIA AIRPORT","42.992","-82.305","ON","-6.0","0","-1.2","13.3","0","-24.4","0","60.0","0","194.0","75.1","0","146.0","15.0","14","83.3","1",NA,"744.3","0.0","6127514"
"SOUTHAMPTON 2","44.494","-81.364","ON","-6.8","0",NA,"14.5","0","-23.5","0","68.8","0",NA,"112.0","0",NA,"40.0","12","","",NA,"768.6","0.0","6127890"
"TARA","44.519","-81.157","ON","-8.1","0","-2.0","12.5","0","-27.0","0","102.0","0","75.0","144.0","0","85.0","20.0","15","","",NA,"808.9","0.0","6128206"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"51.2","0",NA,"79.0","0",NA,"","10","","",NA,"","","6129660"
"THEDFORD","43.176","-81.856","ON","-6.2","0","-2.0","15.0","0","-25.0","0","52.5","0","117.0","85.7","0","116.0","18.0","16","","",NA,"751.3","0.0","612HKLR"
